,MaxCarAvg,TimeSpentAvg,NumCarsAvg
0,75,0.9172532159959829,41.65362526058706
1,83,0.9916716242137902,44.487854744673406
2,77,0.8952567348360227,40.089510603762434
3,80,1.0039511459972197,45.79096825748036
4,79,0.943936375047672,41.24258567347266
5,72,0.869189588744557,41.66544807656993
6,75,0.8842437904805074,42.2431369016639
7,88,1.0481461015463065,50.05946577945832
8,82,0.9180268375604728,42.730309687915685
9,74,0.9524225839625992,45.64137269038864
10,64,0.9218451718069759,41.51076618570777
11,76,0.8462919412378587,41.44346885529089
12,73,0.8814947424054113,40.953173481021096
13,70,0.8511935581975125,37.360466770303084
14,85,0.9155064887099099,44.32285501649568
15,73,0.9345018163259617,43.00066788843863
16,85,0.9555018126793251,43.8350019653196
17,64,0.8479249273873559,38.8048940494425
18,90,1.0031858941920577,49.731110762048935
19,67,0.94123530520434,43.48463917688446
20,75,0.9289060053387692,42.93089401469604
21,98,0.992615664764849,47.03137051386931
22,79,0.9264011382127413,46.65347275104922
23,86,0.9807568336725426,45.23737564443665
24,70,0.926234405559914,43.05427912977904
25,80,0.9723968603441094,46.92205813119124
26,72,0.9362549900295373,41.29853510608199
27,78,0.9203062001563306,41.252585985306624
28,74,0.8638369994419645,40.66752272363539
29,100,0.9598031756717669,48.95694639170898
30,90,1.000576227126622,48.48902686227375
31,62,0.9080718624872514,43.334933270033346
32,95,0.9168096025720232,48.706083239634815
33,79,0.9500903463862824,45.754632611024306
34,78,0.9316051018422596,43.11699542680584
35,75,0.9753759143182017,42.32222017993988
36,80,0.9534747108710433,44.178481686197415
37,74,0.9473505979965682,43.54522088624564
38,87,0.8939599240606378,44.27142470038341
39,82,0.8981022687485258,41.323367282967645
40,77,0.9830614646706298,44.33781359342555
41,75,0.9418994647746812,45.98439998573011
42,62,0.8945011358244698,39.244596946802595
43,89,0.9488282770722117,46.49836905885801
44,89,0.931771593349332,45.48665250009362
45,76,0.9875412218412017,43.430916533311674
46,79,0.9648790403449105,46.81600875349686
47,72,0.92282576696744,40.04550763734366
48,70,0.9250207115574665,43.4700586791316
49,75,0.869211046858235,41.1977222385416
50,68,0.9318185809815696,40.609594428206165
51,80,0.9667382973402688,44.85528472608309
52,69,0.9265843052110904,40.07104646083325
53,80,0.9662470053451858,40.64091029220618
54,95,0.9919067142211733,43.39081264282878
55,79,0.9165414090062269,46.67950929637598
56,85,0.9806573525369467,49.37246781114035
57,77,0.9577077265405871,43.45698860797525
58,89,0.8876275044487194,41.5007815546683
59,80,0.8694035888623278,40.09807651280316
60,84,0.9756112934379914,45.852437100322234
61,89,1.0384409550790932,49.36855643544134
62,62,0.7991441187388474,35.57512023659499
63,63,0.8047149923691747,38.77054733942571
64,82,0.9312824928553427,45.786734624586316
65,92,0.9403128843432377,46.61312127076135
66,74,0.9688886727640883,45.36176758386428
