,WaitTimeAvg,SpendTimeMoreThanSeven
0,0.14318697167842664,0.1704697986577181
1,0.1298706536730336,0.18272841051314143
2,0.12822946928665296,0.17215189873417722
3,0.11564670482766932,0.1706700379266751
4,0.11950044634205657,0.1599479843953186
5,0.20423485852506165,0.2569832402234637
6,0.16062937934309587,0.21473951715374842
7,0.24079943686890554,0.3048327137546468
8,0.15382797056953465,0.2129514321295143
9,0.24290486895608027,0.26570680628272253
10,0.16885874235306028,0.21798029556650247
11,0.2232671421715446,0.2169576059850374
12,0.13637017467422347,0.18396846254927726
13,0.17500541078727494,0.20306513409961685
14,0.17414562125060823,0.2173396674584323
15,0.1296087973447642,0.18946047678795483
16,0.15408831362839867,0.17918313570487485
17,0.13941367378964714,0.18
18,0.12074501997908231,0.16728624535315986
19,0.19538598787236156,0.22540473225404734
20,0.09387646648826033,0.12435897435897436
21,0.17533479588586848,0.22942643391521197
22,0.07969038824832757,0.13476070528967254
23,0.16172214675288712,0.21223470661672908
24,0.14179375233960792,0.16578249336870027
25,0.12174236360930521,0.18447837150127228
26,0.16868539553458342,0.21254801536491677
27,0.1385710102985813,0.17766497461928935
28,0.13788341671377408,0.1972361809045226
29,0.26651392214291497,0.25428194993412384
30,0.186724969341335,0.18170266836086404
31,0.1774025971604389,0.23275862068965517
32,0.1473826315541475,0.1865482233502538
33,0.16383099726333225,0.20821917808219179
34,0.20077178917979877,0.2225031605562579
35,0.14198122266078858,0.1900121802679659
36,0.18177501913876745,0.21123321123321123
37,0.11609224399852401,0.14781491002570693
38,0.21436048854226283,0.2103960396039604
39,0.2124708812590889,0.23106546854942234
40,0.1732902250768777,0.21566265060240963
41,0.13933805684667608,0.20341047503045068
42,0.13305490091207298,0.1769436997319035
43,0.17439249450983232,0.21231155778894473
44,0.15864089820435834,0.1889168765743073
45,0.15586530496974468,0.21670702179176757
46,0.15223646240735245,0.17265193370165746
47,0.10459651937302468,0.14775725593667546
48,0.14045093565876443,0.17766497461928935
49,0.14126757174215016,0.1707920792079208
50,0.2062138521860727,0.2530562347188264
51,0.2282326295454593,0.25227568270481143
52,0.180660397973471,0.20901126408010012
53,0.08217359912130122,0.11920529801324503
54,0.1642893784049523,0.2136150234741784
55,0.15119589613731843,0.20365535248041775
56,0.23305584775579982,0.26666666666666666
57,0.08981970637710854,0.12532981530343007
58,0.12424880495961414,0.15471698113207547
59,0.11387368455264403,0.1523687580025608
60,0.11562049348679299,0.16429495472186287
61,0.2075673713878296,0.24938271604938272
62,0.20734746394518946,0.25682382133995035
63,0.0898733995966651,0.12972972972972974
64,0.07660891453029298,0.11979823455233292
65,0.2232764239255848,0.23594132029339854
66,0.13152581398953267,0.19047619047619047
67,0.15074763358034132,0.16624365482233502
68,0.1309347847829574,0.18079800498753118
69,0.15374293969356734,0.19125
70,0.20544119971733782,0.21618204804045513
71,0.1373720454896507,0.17774762550881953
72,0.14226261403471066,0.18659658344283836
73,0.11731926447509423,0.1686746987951807
74,0.16214149678369397,0.2170263788968825
75,0.12139495846089901,0.168141592920354
76,0.11377918453677469,0.15355805243445692
77,0.12674715073072026,0.18499353169469598
78,0.1646147873376448,0.20784313725490197
79,0.15293168124634793,0.20025839793281655
80,0.24853042299231734,0.26832151300236406
81,0.15165939262366207,0.19472361809045227
82,0.14239481904654325,0.20512820512820512
83,0.2199229747263424,0.2528301886792453
84,0.11161962947089796,0.16582278481012658
85,0.12673316249816163,0.2073170731707317
86,0.14783525843363818,0.19440745672436752
87,0.2077732814287478,0.24441687344913152
88,0.1567131740279035,0.17268041237113402
89,0.24979611407541846,0.2853717026378897
90,0.13247863560794337,0.16767189384800965
91,0.2279211676506837,0.25290322580645164
92,0.10954576755999253,0.15474642392717816
93,0.1914392329038335,0.24969987995198079
94,0.13746712624019278,0.18646080760095013
95,0.1683810294818805,0.2364066193853428
96,0.13846279160461739,0.1725
97,0.11727285373080612,0.17523056653491437
98,0.14365648298687977,0.17280813214739518
99,0.14725396733669754,0.19225967540574282
100,0.19179330448903825,0.20979899497487436
101,0.1393534260213225,0.19128329297820823
102,0.10923549168551963,0.15832205683355885
103,0.14395054962444542,0.2089171974522293
104,0.17952984950162942,0.17472118959107807
105,0.13142973963495538,0.15494791666666666
106,0.09244003802567277,0.13892529488859764
107,0.14220716141287257,0.15968586387434555
108,0.1574481069624347,0.21914357682619648
109,0.14096864993717537,0.1978021978021978
110,0.17506941427920972,0.2224824355971897
111,0.11892630549428672,0.16604708798017348
112,0.1500908919068177,0.18386243386243387
113,0.19677683322149053,0.22321428571428573
114,0.152039871937053,0.21109607577807848
115,0.2030801609425203,0.23317307692307693
116,0.10087709736578374,0.15353805073431243
117,0.2134330226668713,0.21992709599027946
118,0.16641682097825408,0.22604422604422605
119,0.25472189458687944,0.29240506329113924
120,0.11243785525628103,0.15465268676277852
121,0.11444620718427904,0.15782828282828282
122,0.1366743168184125,0.1934673366834171
123,0.21054354199935732,0.22651222651222652
124,0.1733539517192585,0.19499341238471674
125,0.1123376642195769,0.17875647668393782
126,0.16504345674343177,0.2
127,0.16138074638659933,0.19745222929936307
128,0.15810857460784492,0.21189591078066913
129,0.18243752508120795,0.19104084321475626
130,0.1569997629277623,0.17493472584856398
131,0.1447117363633406,0.17842323651452283
132,0.20665656210222333,0.26217228464419473
133,0.17543404975768953,0.21025641025641026
134,0.20289909561202962,0.21375
135,0.15971086745395668,0.2154046997389034
136,0.13804428867033733,0.15943877551020408
137,0.24740841542563277,0.25862068965517243
138,0.16530606045534293,0.19235511713933415
139,0.12933267930040465,0.17091836734693877
140,0.13081997636412318,0.17735849056603772
141,0.172762704804973,0.19016817593790428
142,0.15347518180332895,0.21052631578947367
143,0.17379995520966202,0.1956241956241956
144,0.19509939567659362,0.24433249370277077
145,0.18055238997000436,0.21305418719211822
146,0.09627219035736184,0.13642384105960265
147,0.10334497650082543,0.140625
148,0.11414536680149792,0.15741935483870967
149,0.23537816612135112,0.2616707616707617
150,0.17934509931488574,0.1810012836970475
151,0.15179943983452937,0.1724137931034483
152,0.18235338828589123,0.21986754966887417
153,0.115169904143201,0.15053763440860216
154,0.16188939639647001,0.21855921855921856
155,0.1867192427515046,0.22860635696821516
156,0.13670333310341357,0.16731517509727625
157,0.13015637474400368,0.1638709677419355
158,0.14157876940046613,0.18098958333333334
159,0.1255475992638438,0.18461538461538463
160,0.18287083938138757,0.24168797953964194
161,0.12201984296899329,0.18085106382978725
162,0.1963174629477733,0.23346303501945526
163,0.24822887567820506,0.2661596958174905
164,0.22938327864725844,0.23694267515923567
165,0.14739799303965712,0.18696186961869618
166,0.18678499972252768,0.2120051085568327
167,0.11792073113574514,0.1713520749665328
168,0.1259650043969209,0.18018018018018017
169,0.12498555551937685,0.17317708333333334
170,0.2095551343629567,0.2180349932705249
171,0.1558798734084687,0.18231292517006803
172,0.1455691426930505,0.19395465994962216
173,0.1463596747811199,0.18301435406698566
174,0.23209776253745343,0.302491103202847
175,0.17718169404211165,0.20532319391634982
176,0.21616711209647935,0.23990208078335373
177,0.13154647308583797,0.19441069258809235
178,0.15092106156210572,0.20838471023427868
179,0.1841453960274051,0.20253164556962025
180,0.13590057648237752,0.1821515892420538
181,0.218968997689124,0.25783132530120484
182,0.1773087288047177,0.2233502538071066
183,0.12375608249898731,0.18417639429312582
184,0.10721219233627353,0.16014669926650366
185,0.1959826357231049,0.241423125794155
186,0.148196517467166,0.1848404255319149
187,0.16540436535934952,0.22403003754693368
188,0.12050776858000344,0.15181932245922208
189,0.1413898340981883,0.1773142112125163
190,0.2642255161025787,0.26113861386138615
191,0.15527022460244977,0.21491782553729458
192,0.12741168442506284,0.16347381864623245
193,0.11810490561600842,0.17639257294429708
194,0.17315849914202558,0.22959183673469388
195,0.0861694318099402,0.13256113256113256
196,0.14148699306239504,0.19089759797724398
197,0.16829515331425748,0.23229813664596274
198,0.20937087906319027,0.24363636363636362
199,0.1302452101266855,0.1788931788931789
200,0.13264652164097607,0.1862348178137652
201,0.11138931930320817,0.1524966261808367
202,0.19782849877619155,0.24253731343283583
203,0.16222719512310607,0.20967741935483872
204,0.2016842340497705,0.21733668341708542
205,0.13808679120460843,0.19973890339425587
206,0.28886917145521,0.3055555555555556
207,0.1479970032819915,0.20182291666666666
208,0.1941257519918131,0.23938679245283018
209,0.18142097913994412,0.23767383059418457
210,0.11875263349977405,0.1794228356336261
211,0.1502241061597478,0.19490445859872613
212,0.1603811545986599,0.18652849740932642
213,0.21400445021023062,0.24516129032258063
214,0.18715863372526753,0.2456359102244389
215,0.0708740111009581,0.11311053984575835
216,0.14293901218020943,0.19570707070707072
217,0.1617239912332679,0.2243667068757539
218,0.09959702795894282,0.14643304130162704
219,0.1414709056380062,0.18532818532818532
220,0.2372233169982242,0.24455205811138014
221,0.15780275618099987,0.2076215505913272
222,0.1637213860462151,0.207663782447466
223,0.16046565484001268,0.1902377972465582
224,0.10401782680067122,0.15354838709677418
225,0.14254922499211808,0.16558861578266496
226,0.13447491597856104,0.18491484184914841
227,0.17734023041161004,0.22914072229140722
228,0.14255610808552419,0.1821656050955414
229,0.18120668383322897,0.22208281053952322
230,0.17783375701455995,0.20157068062827224
231,0.1995572835211999,0.2588522588522589
232,0.1348535973467038,0.18076923076923077
233,0.21905372664191214,0.2362924281984334
234,0.13119337825912922,0.16911764705882354
235,0.08983075669373902,0.13870541611624834
236,0.27272608908125534,0.28331332533013204
237,0.24994817334143163,0.2518796992481203
238,0.08675774988336804,0.12104539202200826
239,0.13802623190163077,0.18872870249017037
240,0.15036435033367584,0.2162516382699869
241,0.17295256362355987,0.21923076923076923
242,0.22168093672844694,0.24408468244084683
243,0.11783959286207017,0.15653298835705046
244,0.1389346931936095,0.1810012836970475
245,0.130013662231339,0.16308470290771176
246,0.21064306783887246,0.23766233766233766
247,0.14039346311308337,0.18170580964153277
248,0.11931843945339532,0.15284974093264247
249,0.2116397197058163,0.22838709677419355
250,0.1725956259162361,0.21456436931079323
251,0.11629114659248595,0.1822849807445443
252,0.22001642899187265,0.25251256281407036
253,0.15791482234779727,0.20477386934673367
254,0.1492287667482124,0.1975806451612903
255,0.16890859271428407,0.22835633626097868
256,0.10247811578409846,0.12921348314606743
257,0.1327175768154964,0.17125
258,0.16687573366650804,0.19151515151515153
259,0.11689142168397042,0.17616580310880828
260,0.13985750342275774,0.19230769230769232
261,0.1641981936638201,0.2205188679245283
262,0.13880330386121847,0.20123456790123456
263,0.1605385757381815,0.1928665785997358
264,0.1907335078909368,0.22894736842105262
265,0.2618595159402984,0.28068043742405835
266,0.1830307756057678,0.19665809768637532
267,0.1648209382874675,0.20971867007672634
268,0.13232902856905598,0.18404118404118405
269,0.19483002911858766,0.24968632371392724
270,0.16717422493452544,0.2099514563106796
271,0.2465206293244183,0.2708585247883918
272,0.16898595176229483,0.20828105395232122
273,0.17090648079088033,0.1891891891891892
274,0.12302473055848122,0.1861635220125786
275,0.24740442116740996,0.23869346733668342
276,0.1727946450991029,0.20365853658536584
277,0.18998747846339736,0.24761904761904763
278,0.22150659914054244,0.2318471337579618
279,0.16541346045337685,0.1964956195244055
280,0.19427074866183702,0.229404309252218
281,0.09882946459941831,0.13691275167785236
282,0.13719426448073868,0.168944099378882
283,0.13629355832295606,0.17396907216494845
284,0.1548887092335764,0.1830238726790451
285,0.09971436694152425,0.16024844720496895
286,0.22845570180960847,0.28
287,0.10052462172252226,0.14041994750656167
288,0.14572871293352488,0.19391634980988592
289,0.11640838688033135,0.1895910780669145
290,0.10895921036223057,0.16010854816824965
291,0.09990134127448025,0.13618677042801555
292,0.1492907920288947,0.19416243654822335
293,0.08823810815821835,0.14173228346456693
294,0.15830896020584695,0.17402597402597403
295,0.11296488383556243,0.1471747700394218
296,0.11943305641268653,0.17541613316261204
297,0.1295100035620492,0.1425
298,0.15941916549999255,0.20747422680412372
299,0.11090885987398189,0.15775401069518716
300,0.09069404637245321,0.14656290531776914
301,0.09391240247280722,0.13104325699745548
302,0.24082554739051337,0.2527075812274368
303,0.13765424311953672,0.19300361881785283
304,0.1569528983582918,0.2044334975369458
305,0.16202535232355317,0.21837708830548927
306,0.17653978181463414,0.2071611253196931
307,0.10298519131695744,0.1525
308,0.14114356361493458,0.20254777070063695
309,0.11865999405385581,0.18275418275418276
310,0.1529046554306687,0.18437900128040974
311,0.16687690613630493,0.19491525423728814
312,0.19626078326690563,0.25524044389642414
313,0.1791496635015514,0.21446078431372548
314,0.14113023500269156,0.19714656290531776
315,0.1274866407419067,0.18045112781954886
316,0.13647405374160712,0.17470664928292046
317,0.17829766594754828,0.22705314009661837
318,0.1660089158415577,0.2441717791411043
319,0.21318608080375903,0.2625
320,0.17537581060079063,0.19115734720416125
321,0.1272620914442107,0.1643312101910828
322,0.19028600625135622,0.22639068564036222
323,0.21871684734475824,0.22033898305084745
324,0.20704803719376094,0.2562874251497006
325,0.11342642645294662,0.18453865336658354
326,0.10706571900647666,0.14588528678304238
327,0.1700434363879846,0.21419518377693283
328,0.13960514264296034,0.17970660146699266
329,0.16817280851909136,0.20707070707070707
330,0.12432212020924775,0.1702944942381562
331,0.17368637978475066,0.21631644004944375
